time,load,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation
2016-11-10,39789.916666666664,6.0,1.5,38.0,11.5,7.3,3.2,1.0
2016-11-11,39821.916666666664,2.0,6.5,70.0,10.6,7.2,2.8,3.8
2016-11-12,36541.375,8.0,0.0,19.0,11.4,6.6,2.7,5.2
2016-11-13,35560.208333333336,2.0,6.3,67.0,13.8,8.4,5.4,0.0
2016-11-14,38021.395833333336,8.0,0.0,18.0,16.0,9.4,5.0,0.2
2016-11-15,37739.0,8.0,0.1,20.0,14.4,12.2,8.5,0.2
2016-11-16,36934.729166666664,6.0,4.2,53.0,13.9,13.0,11.5,4.8
2016-11-17,39242.166666666664,7.0,1.2,32.0,8.6,10.4,7.0,0.8
2016-11-18,40494.958333333336,4.0,2.8,43.0,9.0,5.8,3.1,0.0
2016-11-19,39105.875,5.0,3.0,43.0,7.9,5.2,1.3,18.2
2016-11-20,38277.145833333336,8.0,0.0,16.0,12.4,6.0,4.0,10.2
2016-11-21,42267.354166666664,7.0,0.1,19.0,12.5,8.8,5.3,10.8
2016-11-22,42162.333333333336,7.0,1.5,32.0,10.3,10.2,7.9,0.0
2016-11-23,42736.927083333336,8.0,0.1,18.0,10.5,7.2,4.0,0.0
2016-11-24,41932.125,7.0,0.0,15.0,11.0,8.6,6.7,0.0
2016-11-25,41038.291666666664,0.0,6.0,56.0,9.4,8.2,5.4,0.0
2016-11-26,39593.25,4.0,2.7,38.0,8.6,6.1,2.8,0.2
2016-11-27,38496.291666666664,7.0,0.2,19.0,8.9,6.2,3.8,0.0
2016-11-28,42018.208333333336,3.0,6.1,55.0,7.2,7.4,5.8,0.0
2016-11-29,43667.770833333336,0.0,6.1,54.0,6.8,3.2,-0.9,0.0
2016-11-30,42710.125,0.0,5.9,53.0,8.1,1.1,-4.6,0.0
2016-12-01,42678.645833333336,1.0,5.6,48.0,8.0,2.6,-2.9,0.0
2016-12-02,42458.479166666664,8.0,0.0,13.0,9.5,3.4,-1.3,0.2
2016-12-03,39278.166666666664,5.0,2.7,34.0,8.2,7.5,5.5,0.0
2016-12-04,38939.229166666664,0.0,5.9,48.0,8.2,4.4,0.6,0.0
2016-12-05,43921.020833333336,0.0,3.9,39.0,11.2,3.4,-1.4,0.0
2016-12-06,42826.9375,8.0,0.0,13.0,13.2,6.2,1.1,0.0
2016-12-07,40007.833333333336,8.0,0.3,17.0,13.4,9.2,5.2,0.0
2016-12-08,40075.520833333336,8.0,0.0,13.0,14.9,11.2,9.1,0.0
2016-12-09,38810.833333333336,6.0,1.7,27.0,13.6,13.1,11.3,0.0
2016-12-10,36684.708333333336,8.0,0.0,12.0,10.3,12.0,10.4,4.4
2016-12-11,36114.0,2.0,4.7,41.0,11.4,6.9,3.5,0.2
2016-12-12,41093.6875,8.0,0.0,12.0,13.3,6.7,2.0,0.8
2016-12-13,40486.520833333336,8.0,0.1,14.0,13.9,10.1,6.9,0.2
2016-12-14,38420.6875,2.0,3.9,37.0,11.5,10.1,6.3,0.0
2016-12-15,39596.25,7.0,0.0,12.0,10.5,8.0,4.5,0.0
2016-12-16,39080.041666666664,8.0,0.0,12.0,7.9,9.0,7.4,0.0
2016-12-17,37176.3125,9.0,0.0,12.0,7.5,5.8,3.8,0.0
2016-12-18,37361.708333333336,8.0,0.0,12.0,7.0,6.8,6.0,0.0
2016-12-19,40109.270833333336,8.0,0.0,12.0,9.8,5.8,4.5,0.8
2016-12-20,39391.875,5.0,3.6,36.0,12.1,6.7,3.6,0.0
2016-12-21,40123.5625,8.0,0.0,12.0,10.7,8.0,4.0,0.4
2016-12-22,39129.229166666664,1.0,3.9,37.0,11.5,6.7,2.7,0.0
2016-12-23,38442.979166666664,6.0,0.0,12.0,11.5,7.3,3.1,1.4
2016-12-24,36041.3125,4.0,0.0,12.0,13.5,8.2,5.0,0.0
2016-12-25,31542.75,8.0,0.0,12.0,8.6,10.2,6.8,1.0
2016-12-26,31733.791666666668,3.0,4.5,40.0,6.8,7.0,5.4,0.0
2016-12-27,36213.729166666664,1.0,4.2,39.0,8.1,2.8,-1.1,0.0
2016-12-28,38991.25,2.0,4.7,41.0,9.5,3.0,-2.2,0.2
2016-12-29,39317.833333333336,0.0,5.4,45.0,4.8,3.0,-3.5,0.4
2016-12-30,38373.479166666664,9.0,0.0,13.0,8.9,1.8,-1.1,0.0
2016-12-31,36060.520833333336,8.0,0.0,13.0,10.1,4.6,0.4,0.4
2017-01-01,32653.833333333332,8.0,0.0,13.0,5.5,7.5,4.8,6.4
2017-01-02,34420.75,1.0,5.0,44.0,5.8,3.6,1.8,0.0
2017-01-03,38745.958333333336,3.0,2.5,32.0,8.6,1.4,-2.9,0.2
2017-01-04,39049.791666666664,5.0,0.0,13.0,6.2,3.9,-0.9,0.0
2017-01-05,41320.875,1.0,5.3,46.0,8.3,1.9,-2.3,0.0
2017-01-06,40552.729166666664,7.0,2.0,30.0,10.8,2.5,-3.2,6.4
2017-01-07,35556.9375,8.0,0.0,13.0,9.8,6.2,1.5,0.0
2017-01-08,34482.458333333336,8.0,0.0,13.0,9.9,8.7,7.5,1.4
2017-01-09,37590.041666666664,7.0,0.0,14.0,10.1,8.7,7.5,3.0
2017-01-10,38153.166666666664,5.0,1.4,27.0,11.2,6.1,2.1,0.0
2017-01-11,38060.520833333336,6.0,1.0,24.0,6.8,8.3,5.4,0.0
2017-01-12,40425.791666666664,8.0,0.0,14.0,6.5,5.8,4.9,15.6
2017-01-13,40475.625,4.0,1.5,29.0,5.0,3.5,0.5,0.2
2017-01-14,37340.125,4.0,0.7,23.0,9.0,2.2,-0.5,3.4
2017-01-15,35837.5625,7.0,0.0,15.0,5.1,5.0,1.0,5.8
2017-01-16,38862.541666666664,8.0,0.0,15.0,6.6,4.8,4.4,2.2
2017-01-17,39009.125,3.0,5.9,55.0,6.0,3.3,0.0,0.0
2017-01-18,39760.5,2.0,6.1,56.0,7.1,1.4,-3.3,0.0
2017-01-19,39351.6875,1.0,4.7,50.0,7.3,2.0,-3.0,0.0
2017-01-20,39139.916666666664,0.0,6.3,59.0,4.9,3.0,-1.2,0.0
2017-01-21,37476.854166666664,0.0,6.2,59.0,6.8,1.9,-1.1,0.0
2017-01-22,37029.895833333336,0.0,6.2,60.0,4.6,1.1,-4.5,0.0
2017-01-23,41090.041666666664,7.0,0.4,23.0,9.5,0.2,-4.2,0.2
2017-01-24,39908.708333333336,1.0,6.3,62.0,3.7,3.8,-2.0,0.0
2017-01-25,39864.8125,8.0,0.0,17.0,1.5,0.9,-1.9,0.2
2017-01-26,42496.375,6.0,0.0,17.0,8.4,0.3,-0.9,0.0
2017-01-27,41905.833333333336,6.0,0.6,26.0,10.7,3.0,-2.4,0.0
2017-01-28,37097.520833333336,6.0,2.4,42.0,10.0,6.1,1.5,1.0
2017-01-29,36813.979166666664,6.0,0.0,18.0,8.6,5.9,1.8,10.4
2017-01-30,40238.3125,8.0,0.0,19.0,10.6,6.7,4.7,1.0
2017-01-31,38591.041666666664,8.0,0.0,19.0,11.9,8.1,5.5,2.8
2017-02-01,39265.333333333336,8.0,0.1,22.0,11.4,8.8,5.7,1.6
2017-02-02,39188.875,8.0,0.0,20.0,10.8,10.2,9.1,1.8
2017-02-03,38805.375,7.0,2.0,43.0,10.0,8.7,6.5,2.4
2017-02-04,36343.25,4.0,2.8,50.0,5.6,6.0,1.9,0.6
2017-02-05,36721.208333333336,7.0,0.0,21.0,7.5,4.2,2.7,0.0
2017-02-06,40155.4375,5.0,1.8,43.0,10.8,3.5,-0.5,7.4
2017-02-07,39842.0625,7.0,4.8,66.0,5.2,5.8,0.8,0.0
2017-02-08,40310.6875,8.0,0.0,22.0,2.7,4.4,3.6,0.0
2017-02-09,41682.208333333336,8.0,0.0,22.0,2.3,2.4,2.0,0.4
2017-02-10,41838.145833333336,8.0,0.0,23.0,2.7,1.8,1.3,1.0
2017-02-11,39277.458333333336,8.0,0.0,23.0,6.1,1.6,0.6,0.8
2017-02-12,38464.854166666664,8.0,0.0,24.0,10.5,3.4,0.7,0.0
2017-02-13,40640.5,2.0,7.6,91.0,12.9,6.2,1.9,0.0
2017-02-14,40655.9375,5.0,1.3,44.0,11.8,7.6,2.3,0.0
2017-02-15,39822.729166666664,7.0,0.1,28.0,12.3,8.0,4.1,1.4
2017-02-16,38004.541666666664,6.0,2.5,57.0,13.5,8.6,4.8,0.2
2017-02-17,38810.8125,5.0,4.1,72.0,12.9,10.3,7.1,0.0
2017-02-18,34789.520833333336,5.0,3.0,63.0,12.9,9.2,5.6,0.0
2017-02-19,34183.416666666664,6.0,0.9,43.0,18.1,8.0,3.1,0.0
2017-02-20,35280.4375,6.0,2.2,58.0,13.6,13.0,7.9,1.6
2017-02-21,37702.458333333336,8.0,0.0,28.0,14.0,11.7,9.8,0.0
2017-02-22,37223.645833333336,8.0,0.0,28.0,11.2,12.3,10.6,2.2
2017-02-23,38723.458333333336,7.0,3.3,71.0,9.8,10.0,8.8,0.0
2017-02-24,38833.708333333336,2.0,5.6,92.0,10.7,6.2,2.7,0.0
2017-02-25,34864.75,8.0,0.0,30.0,12.7,7.8,4.8,1.4
2017-02-26,34467.25,8.0,0.3,38.0,9.0,10.4,8.2,7.4
2017-02-27,39849.791666666664,7.0,0.8,47.0,8.0,8.2,7.4,6.6
2017-02-28,41452.041666666664,4.0,4.6,88.0,9.3,4.4,0.8,1.4
2017-03-01,40412.708333333336,7.0,0.1,39.0,11.7,6.2,3.2,0.6
2017-03-02,39481.166666666664,3.0,6.9,121.0,11.5,8.3,4.9,1.0
2017-03-03,40185.958333333336,7.0,0.0,36.0,12.3,8.2,4.8,5.0
2017-03-04,36127.354166666664,6.0,4.1,97.0,11.2,9.6,6.8,1.6
2017-03-05,35941.458333333336,7.0,2.3,77.0,10.7,8.3,5.4,3.2
2017-03-06,39706.541666666664,5.0,5.1,110.0,12.1,6.6,2.5,0.0
2017-03-07,39276.395833333336,7.0,5.7,117.0,14.9,8.1,4.1,2.2
2017-03-08,38902.875,8.0,0.4,51.0,16.9,10.5,6.1,0.6
2017-03-09,37264.375,6.0,7.8,141.0,12.6,12.8,8.8,0.0
2017-03-10,38607.458333333336,8.0,0.0,40.0,17.3,9.4,6.2,0.0
2017-03-11,34948.729166666664,7.0,2.4,85.0,12.2,12.9,8.6,0.0
2017-03-12,34082.125,8.0,0.0,41.0,15.5,10.8,9.4,3.2
2017-03-13,37843.854166666664,2.0,8.9,158.0,14.8,10.7,5.9,0.0
2017-03-14,37515.479166666664,6.0,0.7,61.0,18.1,10.9,7.1,0.0
2017-03-15,37317.75,3.0,8.3,156.0,12.5,13.0,7.9,0.0
2017-03-16,38050.458333333336,5.0,0.0,44.0,12.1,9.1,5.7,0.0
2017-03-17,37948.875,6.0,3.0,100.0,14.7,8.1,4.1,0.4
2017-03-18,33932.145833333336,8.0,0.1,50.0,16.1,10.8,7.0,0.0
2017-03-19,31787.645833333332,8.0,0.5,61.0,12.8,13.8,11.6,0.8
2017-03-20,37124.9375,6.0,0.6,64.0,12.6,11.7,10.6,1.2
2017-03-21,37513.75,3.0,7.7,160.0,11.3,8.2,3.7,0.6
2017-03-22,38889.1875,6.0,3.1,107.0,11.7,7.9,4.5,5.2
2017-03-23,39105.270833333336,6.0,1.8,89.0,13.5,8.5,5.3,0.0
2017-03-24,38467.375,5.0,4.3,125.0,15.4,10.1,6.7,0.0
2017-03-25,34491.75,0.0,11.5,206.0,16.2,9.9,4.4,0.0
2017-03-26,34251.59523809524,2.0,8.0,172.0,16.2,10.8,5.3,0.0
2017-03-27,38487.604166666664,3.0,8.0,174.0,17.5,11.2,6.3,0.0
2017-03-28,38034.583333333336,6.0,6.0,152.0,15.2,11.3,5.1,0.0
2017-03-29,37406.208333333336,7.0,0.1,57.0,21.7,13.1,10.9,0.0
2017-03-30,35850.3125,4.0,4.9,141.0,17.2,16.6,11.5,0.2
2017-03-31,34776.645833333336,4.0,4.0,130.0,16.1,14.1,11.0,0.0
2017-04-01,32894.458333333336,6.0,4.7,141.0,16.5,12.2,8.2,0.0
2017-04-02,32126.354166666668,2.0,10.9,216.0,17.4,11.6,6.6,0.0
2017-04-03,35724.375,2.0,9.9,207.0,14.9,10.7,4.0,0.2
2017-04-04,36171.5,8.0,0.0,56.0,15.4,11.8,8.7,0.0
2017-04-05,35436.854166666664,2.0,9.9,210.0,17.7,10.3,5.2,0.0
2017-04-06,35250.645833333336,1.0,12.0,235.0,17.9,11.8,5.9,0.0
2017-04-07,35238.125,0.0,12.1,238.0,20.9,11.8,5.6,0.0
2017-04-08,31889.166666666668,0.0,12.0,239.0,25.4,12.8,4.8,0.0
2017-04-09,30354.375,1.0,12.1,241.0,13.8,16.5,7.6,0.0
2017-04-10,34261.5625,5.0,5.7,166.0,16.7,11.1,8.4,0.0
2017-04-11,34756.708333333336,2.0,12.1,245.0,17.1,11.2,5.7,0.0
2017-04-12,34914.1875,5.0,5.1,161.0,15.4,11.4,5.8,0.0
2017-04-13,35131.75,4.0,5.6,169.0,15.3,10.6,5.8,0.0
2017-04-14,32593.479166666668,8.0,0.8,89.0,15.7,10.8,6.4,0.0
2017-04-15,30112.645833333332,6.0,4.5,156.0,16.0,12.3,9.0,0.0
2017-04-16,30249.9375,6.0,3.9,147.0,12.5,10.9,5.8,0.6
2017-04-17,32244.9375,7.0,0.3,77.0,13.2,10.2,7.8,0.0
2017-04-18,35509.020833333336,2.0,10.5,238.0,14.5,8.9,4.6,0.0
2017-04-19,35713.145833333336,4.0,11.8,255.0,15.7,8.9,3.3,0.0
2017-04-20,35932.854166666664,7.0,3.5,145.0,15.7,10.8,5.9,0.4
2017-04-21,35001.9375,7.0,0.0,66.0,17.3,11.5,7.3,0.0
2017-04-22,31613.354166666668,4.0,5.4,177.0,16.8,12.9,8.6,0.0
2017-04-23,30797.5625,5.0,7.6,209.0,13.6,11.9,7.1,0.0
2017-04-24,35880.416666666664,6.0,2.0,122.0,11.8,9.2,4.8,0.2
2017-04-25,37394.729166666664,3.0,8.9,228.0,11.1,6.0,0.3,0.2
2017-04-26,37754.145833333336,4.0,5.0,175.0,11.1,6.7,2.2,1.4
2017-04-27,37480.979166666664,5.0,4.9,174.0,15.0,5.8,0.6,0.2
2017-04-28,36462.8125,8.0,1.4,112.0,16.7,11.2,7.3,0.0
2017-04-29,32653.833333333332,6.0,2.1,128.0,18.1,10.9,5.1,0.0
2017-04-30,30389.020833333332,6.0,1.5,116.0,14.3,13.4,8.7,1.4
2017-05-01,32330.416666666668,6.0,3.2,150.0,18.4,11.2,8.0,1.0
2017-05-02,35529.666666666664,4.0,5.3,186.0,12.3,12.7,6.9,0.2
2017-05-03,35463.791666666664,8.0,0.1,79.0,14.9,9.9,7.5,1.0
2017-05-04,34689.375,8.0,0.3,87.0,16.9,12.1,9.2,0.0
2017-05-05,34659.75,5.0,8.6,236.0,15.5,12.4,8.0,0.0
2017-05-06,31674.645833333332,7.0,1.4,118.0,18.7,12.4,9.4,0.0
2017-05-07,30720.145833333332,5.0,6.7,211.0,12.1,13.6,8.4,0.0
2017-05-08,35507.375,7.0,0.0,74.0,14.9,9.8,7.5,0.0
2017-05-09,35469.895833333336,5.0,5.6,197.0,19.2,10.7,6.5,0.0
2017-05-10,34861.229166666664,1.0,13.1,299.0,22.5,12.1,5.0,0.0
2017-05-11,34867.958333333336,5.0,2.4,142.0,20.0,14.8,7.2,2.0
2017-05-12,34682.916666666664,6.0,4.0,173.0,19.6,16.2,12.4,0.6
2017-05-13,30241.625,6.0,4.8,187.0,20.9,15.6,11.6,3.2
2017-05-14,29589.583333333332,4.0,8.1,238.0,20.9,16.4,11.8,0.4
2017-05-15,33289.895833333336,8.0,0.0,77.0,25.0,15.2,9.6,0.0
2017-05-16,33358.458333333336,7.0,4.4,182.0,17.7,19.2,13.5,14.8
2017-05-17,34305.791666666664,8.0,0.0,78.0,16.5,16.4,15.0,18.6
2017-05-18,34245.729166666664,7.0,3.9,175.0,16.2,13.1,9.6,9.8
2017-05-19,34379.458333333336,7.0,2.2,143.0,16.7,12.9,9.7,0.4
2017-05-20,30544.541666666668,5.0,6.6,220.0,20.7,11.7,6.7,0.4
2017-05-21,29685.854166666668,3.0,12.7,305.0,24.9,14.7,8.6,0.0
2017-05-22,33605.697916666664,3.0,9.7,266.0,21.3,18.0,11.1,0.0
2017-05-23,33977.041666666664,4.0,4.1,181.0,26.3,16.0,10.7,0.0
2017-05-24,33646.885416666664,1.0,11.1,286.0,27.0,19.4,12.6,0.0
2017-05-25,34351.8125,1.0,12.8,309.0,27.8,20.5,14.0,0.0
2017-05-26,32661.333333333332,0.0,14.3,,24.0,20.7,13.6,0.0
2017-05-27,28478.333333333332,3.0,7.5,237.0,23.9,19.8,15.6,0.0
2017-05-28,27897.333333333332,4.0,6.1,216.0,20.7,17.7,11.5,12.2
2017-05-29,28935.833333333332,8.0,0.0,81.0,20.8,17.2,13.8,0.2
2017-05-30,31763.5625,7.0,3.0,163.0,23.0,17.5,14.2,0.0
2017-05-31,32929.25,4.0,2.8,160.0,25.5,17.9,12.7,0.0
2017-06-01,32202.166666666668,1.0,11.1,290.0,24.8,18.9,12.3,0.0
2017-06-02,32331.125,5.0,4.2,188.0,21.5,19.4,13.9,6.8
2017-06-03,28753.6875,5.0,10.1,278.0,20.3,18.2,14.9,0.0
2017-06-04,27913.145833333332,4.0,6.6,228.0,18.7,14.8,9.4,0.0
2017-06-05,32641.104166666668,7.0,2.6,158.0,17.7,15.1,11.4,18.8
2017-06-06,33755.8125,6.0,3.0,167.0,20.9,13.8,9.9,2.6
2017-06-07,32836.875,5.0,7.9,248.0,18.0,15.6,10.3,0.8
2017-06-08,33331.583333333336,8.0,0.0,80.0,21.2,15.6,13.1,1.0
2017-06-09,33170.895833333336,5.0,6.6,229.0,23.8,16.6,12.0,0.0
2017-06-10,29204.979166666668,4.0,10.1,280.0,23.9,18.8,13.7,0.0
2017-06-11,27473.770833333332,5.0,8.4,257.0,20.9,20.1,16.4,0.0
2017-06-12,31727.0625,5.0,3.2,172.0,24.8,16.6,12.3,0.0
2017-06-13,33397.333333333336,3.0,9.9,278.0,27.1,17.5,10.2,0.0
2017-06-14,33379.375,1.0,13.2,,25.1,20.4,13.6,0.0
2017-06-15,32835.708333333336,2.0,12.4,,24.3,20.0,14.9,0.0
2017-06-16,31541.020833333332,2.0,9.9,278.0,30.1,17.9,11.4,0.0
2017-06-17,29880.5,1.0,12.4,,31.7,22.4,14.6,0.0
2017-06-18,29248.791666666668,2.0,10.0,280.0,32.0,24.5,17.3,0.0
2017-06-19,33739.791666666664,1.0,10.0,280.0,31.4,25.5,19.0,0.0
2017-06-20,33447.708333333336,1.0,11.1,295.0,34.5,25.4,19.3,0.0
2017-06-21,33161.979166666664,1.0,12.5,,24.1,25.5,16.5,0.0
2017-06-22,32850.3125,5.0,1.6,138.0,24.9,21.1,18.2,0.0
2017-06-23,31143.125,5.0,7.1,238.0,24.1,19.0,13.1,0.0
2017-06-24,28027.104166666668,7.0,0.6,110.0,24.2,20.6,17.1,0.0
2017-06-25,27071.1875,7.0,2.1,149.0,24.5,19.5,14.8,0.0
2017-06-26,31773.208333333332,5.0,10.1,281.0,21.2,18.6,12.7,0.0
2017-06-27,32065.25,7.0,0.1,89.0,17.3,17.9,14.6,16.2
2017-06-28,32691.770833333332,8.0,0.0,81.0,18.7,15.9,14.6,0.0
2017-06-29,33006.604166666664,8.0,0.5,106.0,22.0,15.4,12.1,0.0
2017-06-30,32609.6875,7.0,7.0,236.0,23.3,18.0,14.0,0.2
2017-07-01,28799.333333333332,7.0,3.6,179.0,23.6,18.9,14.5,0.2
2017-07-02,27711.375,3.0,12.6,41.0,25.1,19.0,14.4,0.0
2017-07-03,32066.333333333332,5.0,4.8,200.0,24.6,19.9,14.7,0.0
2017-07-04,33516.791666666664,3.0,9.1,265.0,29.5,19.0,13.4,0.0
2017-07-05,33717.666666666664,0.0,13.9,38.0,32.2,22.0,14.5,0.0
2017-07-06,34601.979166666664,5.0,10.3,281.0,30.1,25.4,18.5,0.0
2017-07-07,33654.729166666664,4.0,12.0,303.0,26.7,23.6,17.0,0.0
2017-07-08,29695.729166666668,6.0,7.6,242.0,28.4,22.2,17.7,0.0
2017-07-09,28985.479166666668,5.0,7.0,233.0,26.4,23.1,17.7,0.0
2017-07-10,33405.708333333336,3.0,10.4,280.0,19.6,21.1,15.9,0.0
2017-07-11,34057.166666666664,8.0,0.0,79.0,22.4,17.1,14.7,36.8
2017-07-12,33370.333333333336,6.0,5.3,205.0,23.2,18.3,14.2,0.0
2017-07-13,33248.5,7.0,6.8,228.0,21.8,18.3,13.4,0.0
2017-07-14,32323.291666666668,6.0,4.3,187.0,22.5,18.1,14.4,0.0
2017-07-15,29032.895833333332,8.0,0.0,78.0,25.4,18.8,15.1,0.4
2017-07-16,28683.270833333332,7.0,1.4,128.0,26.9,20.9,16.3,0.4
2017-07-17,32329.0625,5.0,11.2,287.0,26.9,21.1,15.2,0.0
2017-07-18,33176.229166666664,6.0,7.3,233.0,22.7,21.9,16.9,4.4
2017-07-19,34783.479166666664,7.0,1.6,132.0,21.6,20.4,18.1,0.4
2017-07-20,32930.958333333336,6.0,3.0,161.0,22.8,19.5,17.4,0.0
2017-07-21,32514.020833333332,4.0,6.5,219.0,19.2,17.6,12.3,13.8
2017-07-22,29402.458333333332,7.0,3.1,162.0,20.6,16.3,13.4,9.6
2017-07-23,28730.416666666668,6.0,3.8,174.0,19.4,15.9,11.2,0.8
2017-07-24,31732.958333333332,7.0,0.2,88.0,22.9,16.8,14.1,0.0
2017-07-25,32730.895833333332,4.0,8.8,249.0,22.1,17.9,13.0,0.2
2017-07-26,32431.9375,6.0,0.6,102.0,22.2,18.3,14.5,1.6
2017-07-27,31784.458333333332,7.0,3.2,161.0,22.2,18.1,14.0,7.0
2017-07-28,31180.895833333332,7.0,1.2,118.0,20.4,17.9,13.7,1.2
2017-07-29,28476.791666666668,7.0,4.0,174.0,21.5,17.6,14.8,13.2
2017-07-30,27513.979166666668,7.0,5.3,195.0,22.7,18.1,14.6,0.0
2017-07-31,31319.333333333332,2.0,9.1,248.0,22.4,17.9,13.1,0.0
2017-08-01,31711.333333333332,5.0,6.3,208.0,19.3,17.4,12.5,0.8
2017-08-02,32095.0,8.0,0.0,72.0,21.8,16.9,14.5,7.2
2017-08-03,31421.979166666668,7.0,3.3,158.0,22.9,18.6,15.5,0.0
2017-08-04,31207.0625,6.0,6.7,212.0,20.8,18.9,14.8,0.0
2017-08-05,28559.3125,4.0,8.7,238.0,22.8,17.7,14.6,0.4
2017-08-06,27533.416666666668,2.0,8.6,236.0,21.1,16.7,10.6,0.0
2017-08-07,31857.270833333332,7.0,0.7,99.0,17.0,17.1,13.1,0.2
2017-08-08,32755.375,8.0,0.3,86.0,16.1,16.0,15.0,3.4
2017-08-09,32802.770833333336,8.0,0.0,69.0,21.0,14.6,13.0,19.6
2017-08-10,32386.020833333332,5.0,7.7,219.0,22.6,16.6,12.2,0.0
2017-08-11,32015.333333333332,3.0,8.5,229.0,22.5,16.2,9.9,0.0
2017-08-12,28918.770833333332,7.0,4.3,168.0,22.7,19.6,16.6,0.0
2017-08-13,27993.458333333332,2.0,12.4,274.0,23.5,17.5,12.3,0.0
2017-08-14,32480.770833333332,4.0,6.6,200.0,24.2,17.1,10.7,0.0
2017-08-15,32452.875,5.0,7.8,215.0,23.6,19.7,15.2,0.0
2017-08-16,32522.583333333332,5.0,4.7,170.0,24.8,17.6,11.5,3.8
2017-08-17,32681.4375,5.0,4.8,171.0,20.3,20.1,15.4,3.8
2017-08-18,31729.875,5.0,7.2,204.0,20.8,17.6,15.0,7.0
2017-08-19,27291.5,4.0,9.0,225.0,21.5,16.8,12.7,0.0
2017-08-20,28382.0,4.0,6.3,189.0,19.7,15.6,9.7,6.8
2017-08-21,33011.604166666664,8.0,0.0,63.0,23.1,16.6,13.6,0.0
2017-08-22,33564.75,8.0,0.5,84.0,22.4,19.4,15.8,0.2
2017-08-23,33512.625,5.0,1.4,106.0,21.5,19.1,15.9,0.0
2017-08-24,32620.1875,3.0,5.9,179.0,24.0,17.2,12.9,0.0
2017-08-25,31897.75,2.0,11.6,246.0,24.7,18.2,12.5,0.0
2017-08-26,29563.145833333332,5.0,7.6,198.0,26.3,19.3,13.9,0.0
2017-08-27,28424.041666666668,3.0,9.3,217.0,27.7,21.1,15.9,0.0
2017-08-28,28355.166666666668,0.0,12.0,246.0,26.1,21.1,14.6,0.0
2017-08-29,33372.5,5.0,3.6,140.0,15.1,21.2,16.4,0.2
2017-08-30,33474.770833333336,8.0,0.2,69.0,20.3,14.4,13.8,3.6
2017-08-31,33364.041666666664,2.0,8.9,207.0,21.9,14.6,8.8,1.6
2017-09-01,32585.708333333332,3.0,9.2,200.0,22.0,15.8,9.7,0.0
2017-09-02,29806.6875,1.0,9.8,205.0,18.1,16.0,10.0,0.0
2017-09-03,29064.375,6.0,0.1,61.0,22.6,14.5,10.9,6.4
2017-09-04,33639.229166666664,8.0,0.9,83.0,21.3,17.9,13.2,0.2
2017-09-05,34307.145833333336,7.0,1.1,86.0,19.4,18.6,16.0,1.2
2017-09-06,33476.895833333336,5.0,5.0,144.0,19.9,15.3,11.3,0.0
2017-09-07,33917.270833333336,8.0,2.7,112.0,19.6,15.6,11.2,3.4
2017-09-08,33257.520833333336,6.0,2.3,104.0,18.6,17.1,14.5,3.6
2017-09-09,30395.6875,4.0,6.9,163.0,17.4,14.3,10.0,7.2
2017-09-10,29389.1875,6.0,2.6,107.0,19.8,13.0,8.6,0.8
2017-09-11,32045.125,5.0,5.0,138.0,19.6,15.4,11.1,0.6
2017-09-12,32584.333333333332,4.0,7.6,166.0,19.0,14.9,10.3,2.6
2017-09-13,33104.979166666664,4.0,8.1,169.0,18.1,15.6,12.1,0.0
2017-09-14,33655.479166666664,4.0,5.6,141.0,16.8,13.0,7.9,0.0
2017-09-15,33501.333333333336,5.0,5.2,135.0,15.9,11.9,7.1,0.2
2017-09-16,30539.5625,7.0,2.8,104.0,17.3,12.1,8.2,0.2
2017-09-17,29761.0,7.0,3.3,109.0,17.4,12.8,8.4,0.4
2017-09-18,32949.9375,6.0,3.3,108.0,16.3,13.2,9.1,3.6
2017-09-19,33393.479166666664,3.0,6.5,143.0,18.3,12.3,8.3,0.0
2017-09-20,32705.104166666668,6.0,1.0,72.0,18.0,13.8,9.2,0.0
2017-09-21,33722.541666666664,7.0,1.2,74.0,19.0,16.0,14.0,2.8
2017-09-22,33077.541666666664,2.0,8.7,160.0,19.5,12.6,6.2,0.0
2017-09-23,30198.875,6.0,1.2,72.0,22.8,15.3,11.2,0.0
2017-09-24,29657.583333333332,5.0,7.7,148.0,18.2,16.8,10.8,6.4
2017-09-25,34023.583333333336,8.0,0.0,42.0,21.1,16.6,14.9,0.0
2017-09-26,34139.875,5.0,3.7,103.0,20.9,17.5,13.9,0.0
2017-09-27,33786.416666666664,7.0,1.1,67.0,20.5,16.4,12.0,15.2
2017-09-28,34053.395833333336,6.0,4.5,110.0,18.9,17.8,15.0,1.8
2017-09-29,34287.625,7.0,0.6,57.0,17.6,16.4,13.8,0.4
2017-09-30,31516.541666666668,7.0,2.4,83.0,18.4,14.2,10.9,2.0
2017-10-01,30170.833333333332,8.0,0.0,39.0,18.1,16.1,13.7,0.0
2017-10-02,31639.104166666668,7.0,3.8,97.0,17.3,15.9,13.8,0.0
2017-10-03,33095.145833333336,3.0,6.5,122.0,16.7,12.9,8.6,0.0
2017-10-04,32762.166666666668,7.0,1.1,61.0,17.4,12.8,8.9,0.6
2017-10-05,33517.541666666664,4.0,7.5,128.0,15.9,15.1,12.7,0.0
2017-10-06,34421.520833333336,4.0,8.0,130.0,17.3,12.1,8.2,0.0
