text,label
"Nigerian oil flows, for now The threat of violence in petroleum-rich Nigeria this week, followed by a spike in oil prices, underscored yet again that country #39;s importance and danger to companies that work there.",0
Yen Gains Reprieve as Oil Backs Off Highs  LONDON (Reuters) - The yen won respite from its recent  beating on Thursday as oil prices eased off record highs and  investors awaited data from the United States and Japan for  clues on the health of the global economy.,2
"Russian Oil Giant Hopes ConocoPhillips Deal Will Help Iraq Project Russia #39;s top oil company, Lukoil, hopes that a US oil company #39;s acquisition of a 7.6 percent stake could boost its chances to retain a Saddam-era production-sharing ",2
"Stock market indicators turn positive as world oil prices retreat TORONTO (CP) - With oil prices receding, North American stock markets seem poised to advance Thursday, the last day of the financial third quarter for many corporations.",2
"Nigeria concerns support oil prices Oil prices held steady Thursday, with worries over the security of Nigerian supplies lending support despite an unexpected expansion in US crude inventories.",2
"Mars Drill Will Seek Knowledge and Resources Johnson Space Center -- It will be drilling for information first, then for resources, though oil is not likely to be among exploration targets.     The futuristic drilling rig, under development at NASA's Johnson Space Center (JSC), Houston, is designed for use on the moon or on Mars...",3
"Oil Nears \$50 as Nigeria Worries Persist  LONDON (Reuters) - High-flying oil climbed back toward \$50  a barrel on Thursday, with worries over the security of  Nigerian supply supporting prices despite a surprise build in  U.S. crude inventories.",2
Russia Delays Review of Yukos Subsidiary Licenses Russia #39;s Natural Resources Ministry has postponed consideration of whether to suspend the licenses of the main subsidiary of the troubled giant oil firm Yukos.,2
"Oil Nears \$50 on Nigeria Supply Worries  LONDON (Reuters) - High-flying oil climbed back toward \$50  a barrel on Thursday, with worries over the security of  Nigerian supply supporting prices despite a surprise build in  U.S. crude inventories.",2
"Blue Chips Fall on Merck Recall, Crude Up US blue chips fell on Thursday after drug company Merck  amp; Co.(MRK.N: Quote, Profile, Research) said it was withdrawing its key arthritis drug Vioxx, while relentless oil prices floated back to \$50 a barrel.",2
"Crude Oil Inventories Following Hurricane Ivan; Gas and Diesel &lt;b&gt;...&lt;/b&gt; Last week, in this space, we postulated that we would see a large rebound in crude oil imports and domestic production as the recovery from Hurricane Ivan occurred in earnest, leading to a substantial increase in crude oil inventories.",2
"Nigerian rebels declare truce ISN SECURITY WATCH (30/09/04) - The worlds oil markets remained jittery this week after spot prices for crude reached historic highs, and the announcement of a truce between Nigerian rebels and government forces was not enough to convince traders ",0
"US Stocks Off After Merck Recall,Oil Rise  NEW YORK (Reuters) - U.S. stocks were knocked lower on  Thursday after drug maker Merck   Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt;, a member of the  blue-chip Dow, recalled its widely sold Vioxx arthritis drug  and oil resumed its climb to \$50 a barrel.",2
"A UN food fight THE UNITED NATIONS #39; oil-for-food program is widening into a full- fledged scandal: bribes, siphoned-off billions and a do-nothing job for the son of UN chief Kofi Annan.",0
"Conoco buys stake in Russian oil giant US oil giant ConocoPhillips has announced a \$US2.4billion (\$3.3billion) strategic alliance with Russia #39;s largest oil company, Lukoil, under which Conoco will buy a 7.6per cent stake in the Russian company and get a share of joint projects.",2
"Oil at \$50 Again, Nigeria Worries Persist  LONDON (Reuters) - High-flying oil climbed back over \$50 a  barrel on Thursday, with worries over the security of Nigerian  supply supporting prices despite a surprise build in U.S. crude  inventories.",2
"US Blue Chips Fall After Merck Recall  NEW YORK (Reuters) - The blue-chip Dow Jones average was  knocked lower on Thursday after drug maker Merck   Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt;,  a member of the Dow, recalled its widely sold Vioxx painkiller  and oil prices hovered around \$50 a barrel.",2
"Oil at \$50 again as Nigeria worries persist High-flying oil climbed back over \$50 a barrel this evening, with worries over the security of Nigerian supply supporting prices despite a surprise build in US crude inventories.",2
"Oil Ends Up as Nigeria Worries Persist  NEW YORK (Reuters) - Crude oil climbed back over \$50 a  barrel on Thursday, with worries over the security of Nigerian  supplies supporting prices despite a surprise increase in U.S.  crude inventories.",2
Nigerian rebels in talks down unless the government began talks on autonomy and revenue for the oil-producing Niger Delta region. Militia leader Mujahid Dokubo-Asari agreed to a truce on Wednesday to allow talks to proceed.,0
"Oil Ends Up as Nigeria Worries Persist  NEW YORK (Reuters) - Crude oil futures briefly climbed back  over \$50 a barrel on Thursday, with worries over the security  of Nigerian supplies supporting prices despite a surprise  increase in U.S. crude inventories.",2
"Oil Prices Hit Tech Budgets, But Some Suffer Less  SAN FRANCISCO/TAIPEI (Reuters) - From Taiwan to Texas, the  specter of record-high oil prices has dampened expectations for  corporate technology spending, though some well-placed  companies such as low-cost computer maker Dell Inc. could be  spared, analysts said on Thursday.",3
"Update 2: Crude Slips on Nigeria Worries Crude oil futures in New York gained Thursday for the ninth time in 10 days, but again failed to settle above \$50, as questions remained about the progress of truce talks in Nigeria and the recovery of production in the Gulf of Mexico.",2
"Cubs Lose Another Heartbreaker to Reds (AP) AP - Javier Valentin doubled in the go-ahead run with two outs in the 12th inning and the Cincinnati Reds played spoiler again, sending the Chicago Cubs to a crushing 2-1 defeat Thursday.",1
Rebel Leader Meets with Nigerian Government to Stop Violence in &lt;b&gt;...&lt;/b&gt; The leader of a militia group from the southern oil-rich region of Nigeria says talks between government officials and rebels continued in Abuja late into the evening on Thursday.,0
"China's thirst for oil gets into top gear The taste for oil is growing faster in China than anywhere else in the world, making it the second biggest importer after the US.",2
Cubs Lose Another Heartbreaker to Reds Javier Valentin doubled in the go-ahead run with two outs in the 12th inning and the Cincinnati Reds played spoiler again.,1
"Nigerian Oil Delta Talks to Resume Friday  ABUJA (Reuters) - Talks between a rebel warlord and the  Nigerian president aimed at preventing an explosion of violence  in the oil-producing Niger Delta will resume Friday, an  organizer said.",2
"Feds Ply Waters Off Ga., Seek Lost H-Bomb (AP) AP - Experts dragged sensors from boats and divers scooped soil from the ocean bottom Thursday, looking for radioactive clues to the location of a hydrogen bomb lost off the Georgia coast in 1958.",3
"Oil Markets to Overshadow China G7 Debut  WASHINGTON (Reuters) - Soaring oil prices may again hijack  Friday's gathering of finance chiefs from the world's top  economic powers, though a U.S. drive to pressure  China over  currency policy was gathering steam on Thursday.",2
"Truce between rebels, Nigerian government, appears to be holding A tentative truce between rebels and government troops in Nigeria #39;s oil-rich south appeared to be holding Thursday as the two sides held a second round of talks in the capital, officials said.",0
"China wants answers on oil-for-food CHINA today called for a swift resolution to the Iraqi oil-for-food scandal, saying it wanted to see an independent and objective investigation.",0
Nigeria welcomes talks on oil thefts The government of the southern Nigerian Rivers State yesterday welcomed peace talks between the Abuja authorities and the leader of a separatist movement fighting for the control of the country #39;s oil wealth.,0
Oil slides from record highs Oil prices slid from record highs above \$US50 a barrel Wednesday as the US government reported a surprise increase in crude stocks and rebels in Nigeria #39;s oil-rich delta region agreed to a preliminary cease-fire.,2
Supply worries lift oil near \$50 US new yorkCrude oil futures rose to almost \$50 (US) a barrel yesterday as platforms in the Gulf of Mexico pumped at below-normal rates two weeks after Hurricane Ivan.,2
"Oil prices rebound on OPEC, Nigeria jitters Analysts say OPEC could cut of oil production quota on Fridays meeting if US oil prices keep sliding. LONDON - Oil prices rebounded Monday after falling sharply last week on receding supply worries, buoyed ",2
"Oil Above \$49 on Nigeria, G7 Worries  SINGAPORE (Reuters) - Oil prices held steady above \$49 on  Friday as market unease persisted over supply security in  Nigeria, despite peace talks, while the world's richest nations  suggested oil resources were scarcer than first thought.",2
"Nigeria fears push up oil  NEW YORK -- Crude oil futures briefly climbed back over \$50 a barrel yesterday, with worries over the security of Nigerian supplies supporting prices despite a surprise increase in US crude inventories.",2
LONDON MARKETS LONDON (CBS.MW) - London markets edged higher Friday as oil prices eased and Northern Rock confirmed it would meet analysts #39; full-year profit expectations.,2
Searching for Substance: Web Browser Olympic Scorecard Nigel McFarlane boils down all the competition between browsers into a single score for each browser. Take this article to your local second-hand browser dealer to test his honesty.,3
"Nigerian Leader Scolds Delta Officials, Militants Nigerian President Olusegun Obasanjo castigated elected officials in the oil-producing Niger Delta on Friday for failing to care more for their impoverished people as talks ",0
"Nigerian Leader Scolds Delta Officials, Militants  ABUJA (Reuters) - Nigerian President Olusegun Obasanjo  castigated elected officials in the oil-producing Niger Delta  on Friday for failing to care more for their impoverished  people as talks with a rebel leader to avert an explosion of  violence there entered a third day.",0
"Dollar Vulnerable, Gold Lifted  LONDON (Reuters) - The euro hovered near two-month highs on  Friday as key U.S. data loomed and as traders awaited a Group  of Seven meeting of finance ministers, while oil-fired  inflation fears lifted gold close to a 5-1/2 month high.",2
Oil near \$50 on Nigeria unease Oil prices held above \$49 on Friday as a rebel warlord threatening an offensive in Nigeria #39;s oil-producing delta region said the government had violated the terms of a two-day truce.,2
Stocks to Open Up As Oil Prices Pull Back NEW YORK - U.S. stocks are seen somewhat higher at the open Friday with a pullback in oil prices...,0
"Stocks Seen Up; Oil Holds Below \$50  NEW YORK (Reuters) - Stocks looked to open higher on Friday  with oil prices below \$50 a barrel, while technology shares try  to extend a three-day winning streak of ending positive as the  fourth quarter begins on Wall Street.",2
Update 1: IMF reflects on global economic growth In its global economy outlook the International Monetary Fund predicted worldwide output to lift 5 despite of worries about high oil prices.,2
"Stocks Seen Higher; Oil Prices Slipping  NEW YORK (Reuters) - U.S. stocks looked to open higher on  Friday, as the fourth quarter begins on Wall Street with oil  prices holding below \$50 a barrel.",2
"Dollar Vulnerable, Stocks Rise Overseas  LONDON (Reuters) - The euro was near two-month highs  against the dollar Friday as key U.S. data loomed and as  traders awaited a Group of Seven meeting of finance ministers,  while oil-fired inflation fears lifted gold close.",2
"Stocks Seen Weak at Open; Oil Higher  NEW YORK (Reuters) - Stocks look to open flat on Monday,  with oil prices moving higher and the dollar holding near  record lows.",2
"Stocks Seen Up as Oil Dips; PeopleSoft Up  NEW YORK (Reuters) - U.S. stock futures rose steadily  throughout the morning, pointing to a higher market open on  Friday, as sliding oil prices were a welcome sign for investors  on the opening day of the fourth quarter.",2
"UK Sept. Manufacturing Index Falls, Costs Increase (Update2) UK manufacturing growth unexpectedly weakened to the slowest pace in 14 months in September as surging oil prices boosted costs, a survey of purchasing managers showed.",2
"Stocks Open Higher as Oil Prices Ease  NEW YORK (Reuters) - U.S. stocks opened higher on Friday,  as oil prices retreated and tech stocks showed strength on the  opening day of the fourth quarter.",2
"Stocks Move Higher As Oil Prices Dip NEW YORK - Stocks moved higher Friday as oil prices dipped and a pair of upgrades in the semiconductor sector boosted technology shares.    Investors are closely watching oil prices, which topped \$50 per barrel this week, hoping that consumer spending and sentiment, along with third-quarter earnings, would not be adversely affected by rising energy costs...",0
"Stocks Rise as Oil Slips, Tech Rallies  NEW YORK (Reuters) -  U.S. stocks rose in a broad-based  advance on Friday morning, as oil prices eased, data showed  factory activity last month met economists' estimates and  technology shares extended recent gains.",2
"Italian Appliance Maker Cuts Outlook  MILAN, Italy (Reuters) - Merloni shares fell more than 10  percent on Friday after the Italian home appliance maker cut  its 2004 profit forecast, blaming weak demand and high prices  for steel and oil.",2
"Stocks Move Higher As Oil Prices Dip NEW YORK - Stocks moved sharply higher Friday as oil prices dipped and a pair of upgrades in the semiconductor sector boosted technology shares.    Investors are closely watching oil prices, which topped \$50 per barrel this week, hoping that consumer spending and sentiment, along with third-quarter earnings, would not be adversely affected by rising energy costs...",0
"Oil Holds Above \$49, Eyes Nigeria Truce  LONDON (Reuters) - Oil prices remained just below record  highs on Friday amid concern over possible conflict in  Nigeria's oil-producing delta region, where a two-day truce  between rebel militia and government forces is holding.",2
"Tech Stocks Gain on Oil Price, PeopleSoft  NEW YORK (Reuters) -  U.S. stocks rose late on Friday  morning in a broad-based advance as oil prices eased and shares  of software company PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; gave a boost to  the tech-dominated Nasdaq.",2
"Third day of talks between Nigerian gov't, oil rebel chief (AFP) AFP - Talks between Nigerian government officials and Niger Delta rebel leader Mujahid Dokubo Asari went into a third day under the shadow of a rebel deadline for foreign oil workers to quit the region, a member of the rebel delegation told AFP.",0
"Stocks Ascend as Oil Eases and Techs Gain  NEW YORK (Reuters) -  U.S. stocks moved higher late on  Friday morning in a broad-based advance, as oil prices dipped,  shares of PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; boosted the tech-heavy  Nasdaq and data showed that factory activity stayed at a  healthy pace last month.",2
"US Stocks Rise as Oil Eases, Techs Surge  NEW YORK (Reuters) -  U.S. stocks moved higher on Friday,  as oil prices edged down and PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; and  chip-related stocks boosted the tech-heavy Nasdaq to its  highest level in more than two months.",2
"Colorado Rockies Team Report - October 1 (Sports Network) - The Colorado Rockies will try to play the role of spoiler this weekend when they take on the playoff-hopeful Houston Astros in a season- ending three-game series, starting tonight from Minute Maid Park.",1
"Cubs collapse in 12th again CHICAGO - Javier Valentin doubled home the go-ahead run with two outs in the 12th inning and the Cincinnati Reds played spoilers again, sending the Chicago Cubs to a crushing 2-1 defeat Thursday afternoon.",1
"Oil Back Over \$50, Market Eyes Nigeria  NEW YORK (Reuters) - Oil prices pierced the \$50-a-barrel  mark again on Friday amid concern over possible conflict in  Nigeria's oil-producing delta region, where a two-day truce  between rebel militia and government forces is holding.",2
"NJ Spurns Venezuela's Plan for a Bald Eagle Refuge (Reuters) Reuters - New Jersey has spurned an offer by\Venezuela's national oil company to donate an island in the\Delaware River as a bald eagle preserve, but the eagles which\nest there will still be protected from planned development.",3
"G7 Finance Chiefs Mull Oil  WASHINGTON (Reuters) - Worried soaring oil prices could  hurt the best global prospects in years, finance chiefs from  wealthy nations met on Friday to try to work out what lay  behind the surge and how to buffer the economic expansion.",2
"Oil Ends Above \$50 on Nigeria Fears Oil prices ended above the \$50-a-barrel mark on Friday amid concern over possible conflict\in Nigeria's oil-producing delta region, where a two-day truce between rebel militia and government forces is holding.",2
Oil Closes Over \$50 as Market Eyes Nigeria Oil prices pierced the \$50-a-barrel mark again today amid concern over possible conflict in Nigeria's oil-producing delta region.,2
"Oil Ends Above \$50 on Nigeria Fears  NEW YORK (Reuters) - Oil prices ended above \$50 a barrel on  Friday amid concern over possible fighting in Nigeria's  oil-producing delta region, where a two-day truce between rebel  militia and government forces was holding.",2
US OKs Emergency Oil Loan to 4th Refinery  WASHINGTON (Reuters) - The Energy Department said on Friday  it has approved another emergency oil loan to a refining  company to make up for crude supplies disrupted by Hurricane  Ivan.,2
Crude settles above \$50 for first time The price of oil settled above \$50 a barrel for the first time Friday amid concerns over tight supplies globally and hurricane-related production problems in the Gulf of Mexico.,2
Oil Ends Above \$50 on Nigeria Fears  NEW YORK (Reuters) - Oil prices ended above \$50 a barrel on  Friday amid concern over possible fighting between rebels and  the military in Nigeria's oil-rich delta region.,2
Crude oil futures at \$50 a barrel The price of crude oil ends above \$50 a barrel for the first time in 21 years of trade on New York's Nymex exchange.,2
"Oil prices close above 50 dollars for the first time NEW YORK For the first time, oil has settled the day priced at more than 50 dollars a barrel. In New York, crude for November delivery rose 48 cents and closed at a record 50 dollars, 12 cents a barrel.",2
"Update 2: Oil Prices Rise Above \$43 Before Meeting The price of crude oil climbed in European trading Monday, edging back over \$43 per barrel on fears that the producer cartel OPEC may cut production to stem a recent price drop.",2
"G7 Countries: Oil Prices Threat to Economy (AP) AP - Declaring that high oil prices are a threat to the global economy, the world's industrialized countries urged producers Friday to provide price relief by boosting supplies.",2
"Monster Truck Month General Motors doesn #39;t believe \$50 barrels of oil are having any effect on sales of big trucks and SUVs, and it has new sales numbers to back it up: GM #39;s light truck sales were up 33 in September, to record levels of 287,000.",2
"G7: Oil Prices a Risk to Economic Growth (Reuters) Reuters - High oil prices pose a risk to the\global economy, but the economic outlook for 2005 is still\favorable, the Group of Seven nations said in a statement\following their meeting on Friday.",0
Oil Ends Above \$50 on Nigeria Fears Oil prices ended above \$50 a barrel on Friday amid concern over possible fighting between rebels and the military in Nigeria #39;s oil-rich delta region.,2
Nelson looks to  quot;sting quot; field in Constellation Energy Classic Even a bee sting couldn #39;t spoil Larry Nelson #39;s success at the Constellation Energy Classic. Nelson returns to the site of his famous bee sting Friday when the ,1
G7 Wants More Oil Output The world #39;s top finance officials on Friday asked oil-producing nations to step up production and agreed it was crucial to work out exactly why prices ,2
Group of Seven Wants More Oil Output  WASHINGTON (Reuters) - The world's top finance officials on  Friday asked oil-producing nations to step up output and agreed  it was crucial to work out exactly why prices have soared to  levels that threaten global growth.,2
Oil: Oil ends above \$50 on Nigeria fears Oil prices ended above \$50 a barrel amid concern over possible fighting between rebles and the military in Nigeria #39;s oil-rich delta region.,2
"G7 Countries: Oil Prices Threat to Economy WASHINGTON - Declaring that high oil prices are a threat to the global economy, the world's industrialized countries urged producers Friday to provide price relief by boosting supplies.    The Group of Seven countries - the United States, Japan, Germany, France, Britain, Italy and Canada - also resolved to agree on providing battered Iraq with relief from its massive debt burden while also working on a deal to increase debt relief for the world's poorest countries...",0
Group of Seven Wants More Oil Output (Reuters) Reuters - The world's top finance officials on\Friday asked oil-producing nations to step up output and agreed\it was crucial to work out exactly why prices have soared to\levels that threaten global growth.,0
"Snow: Oil Prices a Risk to Global Growth  WASHINGTON (Reuters) - U.S. Treasury Secretary John Snow on  Friday said higher oil prices were a risk to global growth, but  would not be likely to cause a recession.",2
"Snow: Oil Prices a Risk to Global Growth  WASHINGTON (Reuters) - U.S. Treasury Secretary John Snow on  Friday said higher oil prices were a risk to global growth, but  were unlikely to trigger a recession.",2
Oil Closes Above \$50 Oil prices closed above \$50 a barrel for the first time Friday as concerns linger about damage to oil production in the Gulf of Mexico from Hurricane Ivan.,2
"Crude oil exceeds \$US50 a barrel Crude oil futures settled above \$50 for the first time ever on Friday, fueled by concerns about supply in Nigeria and the continuing slow pace of production recovery in the hurricane-ravaged Gulf of Mexico, traders said.",2
Oil Closes Above \$50 Oil prices closed above \$50 a barrel for the first time yesterday as concerns linger about damage to oil production in the Gulf of Mexico from Hurricane Ivan.,2
"Ceasefire brings oil price slip Oil prices slid towards \$US49 a barrel, after United States crude stocks rose unexpectedly and rebels in Nigeria #39;s oil- rich delta region agreed to a ceasefire with the Government, reducing an imminent threat to supplies.",2
"Nigeria military orders halt to delta patrols The Nigerian military on Friday ordered a halt to patrols around the Niger Delta to underscore the government #39;s commitment to a truce agreed with militants, a senior oil industry source said.",0
"Markets skirt crude oil hikes Despite the price of oil settling above \$50 a barrel for the first time, Wall Street yesterday celebrated new data showing the nation #39;s manufacturing sector expand again last month.",2
"Nigerian rebels sign ceasefire Rebels in Nigeria #39;s oil-rich Niger Delta have agreed to stop fighting government forces and hand in their weapons. In a statement on Friday, the Nigerian president #39;s office said an agreement to cease all hostilities had been reached.",0
Nigeria Delta rebels agree truce The Nigerian government has confirmed reports that rebel groups in the country #39;s main oil producing region have agreed to a ceasefire.,0
Oil price closes above \$50 per barrel in New York Crude oil closed above 50 dollars per barrel Friday for the first time as traders worry below-normal US crude inventories could not meet the soaring demand in the upcoming months.,2
"UPDATE 2-LUKOIL says Conoco can book 10 pct of its reserves US oil firm ConocoPhillips (COP.N: Quote, Profile, Research) will be able to add 10 percent of Russian major LUKOIL #39;s (LKOH.RTS: Quote, Profile, Research) total reserves to its books after it completes buying a 10 percent stake ",2
"Oil closes above \$50 for first time NEW YORK - Oil prices closed above \$50 a barrel for the first time in New York trading Friday, as traders fretted about Nigerian oil production amid a threatened rebel uprising.",2
"Nigeria reaches cease-fire with rebels The Nigerian government has signed a cease-fire with three rebel groups that had been targeting foreign oil companies and their workers in the Niger Delta region, government officials said Friday.",0
Eriksson Spoilt for Choice Sven-Goran Eriksson is relishing the selection dilemma posed by the long-awaited return of Rio Ferdinand to the England squad ahead of next weekends World Cup qualifier against Wales.,1
Cost Conundrum Holds Up Diesel Hybrid Cars A car that can go 80 miles on a gallon of renewable fuel such as soy and canola would seem like an ideal solution to oil prices bumping around historic highs of \$50 a barrel.,2
"Oil, Profit Reports to Weigh on Stocks (Reuters) Reuters - A new reporting period for company\earnings kicks into gear next week, giving investors a bit of\hard data to chew on, and markets could be volatile if the\price of crude oil stays north of  #36;50 a barrel.",2
"IMF policymakers open annual meeting under heavy security WASHINGTON, Oct 2 (AFP) - IMF policymakers, gathering under heavy police guard, went behind closed doors here Saturday to assess near-term global economic prospects threatened by rising oil prices.",2
"When the G7 Talks, Is Anyone Listening? (Reuters) Reuters - The tiny but elite club of Group of\Seven finance chiefs seems to have hit the limits of its\influence on the two top economic issues of the day -- oil\prices and the emerging powerhouse that is China.",2
"Injured again, Clijsters bails in Belgium Playing on home soil in her first tournament in more than four months, No. 2 Clijsters fell victim to a left wrist injury in her semifinal match against third-seeded Elena Bovina of Russiain the Gaz de France Stars tennis tournament.",1
"(15) Purdue 41 Notre Dame 16 Kyle Orton ended the 30-year drought by throwing for 385 yards and four touchdowns, leading the 15th-ranked Boilermakers over the Irish 41-to-16.",1
"When Big Law Firms Trip Over Their Own Clients Weil, Gotshal   Manges is embroiled in two lawsuits by former clients who contend that the firm breached its duty to provide them with its undivided loyalty.",2
"Nigerian oil platforms still occupied in jobs row Multinational oil companies began talks with hundreds of Nigerian villagers occupying three oil platforms on Monday in a dispute over jobs which shut 90,000 barrels per day of oil production.",0
"Purdue's Orton Shines Kyle Orton throws four touchdowns, including a 97 yarder to Taylor Stubblefield, to lead the No. 15 Purdue Boilermakers to a 41-16 victory over Notre Dame.",1
Orton-Stubblefield connection lifts Purdue Purdue offensive coordinator Jim Chaney doesn #39;t care to coach football as an 11-on-11 sport. He wants the game boiled down to his guy against the other guy.,1
"New challenges for Lukoil chief Vagit Alekperov, the chief executive of Lukoil, is at ease talking about finding fossil fuels.  quot;I am an expert in the area of oil and gas production, quot; he said in an interview at a New York hotel,  quot;There #39;s nothing else that I know how to do.",2
"US says Taliban plans foiled Afghan intelligence agents backed by international peacekeeping troops have arrested 60 people, with  quot;reported ties quot; to the Taliban, according to a spokesman for the peacekeepers .",0
Top 25 roundup: Purdue ends long Irish streak Purdue senior quarterback Kyle Orton demolished both a secondary and a streak as he led the 15th-ranked Boilermakers to a 41-16 victory over Notre Dame (3-2).,1
"Finance Leaders Can't Resolve Debt Relief WASHINGTON - Finance officials failed to resolve their differences over debt relief for the world's poorest countries and Iraq while expressing concern about the impact high oil prices would have on a strengthening global economy.    The ministers and central bank governors attended weekend steering committee meetings of the International Monetary Fund and the World Bank before heading into a session involving all 184 member nations of the two lending organizations on Sunday, the final day of talks...",0
"Oil, Profit Reports to Weigh on Stocks  NEW YORK (Reuters) - A new reporting period for company  earnings kicks into gear this week, giving investors a bit of  hard data to chew on, and markets could be volatile if the  price of crude oil stays north of \$50 a barrel.",2
China in G7 talks CHINA sat down with the world #39;s top financial powers for the first time at the weekend as officials grappled for ways to keep global economic momentum on track in the face of ominously rising oil prices.,2
US OKs Emergency Oil Loan to 4th Refinery WASHINGTON - The Energy Department said last week it has approved another emergency oil loan to a refining company to make up for crude supplies disrupted by Hurricane Ivan.,2
"Oil Prices Generate Winners and Losers With crude oil prices pushing to above \$50 per barrel, the world is dividing into camps of winners and losers.",0
"IMF, World Bank Warn of Imbalances Although the economy as a whole is in its best shape in three decades, improved growth is threatened by disparities between wealthy nations and the developing world as well as rising oil prices.",2
Valencia Held But Stay on Top Valencia maintained their place at the top of the Primera Liga as they had to settle for a share of the spoils against Real Betis but by the end of the weekend they may be toppled from the summit.,1
"Stocks Seen Flat at Open; Oil Edging Up US stocks look to open flat on Monday as investors pause after a busy week on Wall Street, with oil prices ticking higher and the dollar still hovering near record lows.",2
"Nigerian rebel leader reaches out to rival in troubled oil region (AFP) AFP - Nigerian rebel leader Mujahid Dokubo Asari assured his arch rival in the battle for the control of oil resources in the Niger Delta, Ateke Tom that he was ready to make peace.",0
"Nigeria: Rebel talks continue Lagos - Nigeria #39;s President Olusegun Obasanjo will continue talks with rebels of the oil-rich Niger Delta in order to restore peace in the region, the presidential office said Sunday.",0
More petrol price rises feared Another round of petrol price rises could be looming after crude oil prices hit the \$US50 a barrel mark over the weekend. Oil prices are at their highest in more than 20 years due to supply concerns in Nigeria ,2
Blow to poor states as donors defer debt plan Finance officials failed to resolve their differences over debt relief for the worlds poorest countries and Iraq while expressing concern about the impact high oil prices would have on a strengthening global economy.,2
Lukoil deal flies in the face of Russia #39;s lost opportunities for &lt;b&gt;...&lt;/b&gt; A successful bid by ConocoPhillips of the US for 7.96 per cent in Lukoil this week belies a broader sense of disappointment at the size of Russia-bound foreign direct investment (FDI).,2
"Wall Street Not Troubled by Oil Rise--Yet This oil thing is just temporary, Wall Street has been figuring, and figuring and figuring. The surge in prices is a temporary phenomenon that #39;s lasted for two years now.",2
"Mount St. Helens Packs Natural Arsenal (AP) AP - The boiling magma rumbling and rising within Mount St. Helens isn't the only thing scientists fear. When large volcanoes erupt they can unleash an awesome arsenal of natural weapons, devastating communities and landscapes even hundreds of miles from the blast.",3
"Oil Price Spike Had Chilling Effect -Fed (Reuters) Reuters - The recent spike in oil prices has had\some negative impact on the U.S. economy, but the futures\markets suggest that this will be a temporary phenomenon, a top\Fed official said on Sunday.",2
"Nigeria centre stage as oil traders eye new highs High-flying oil prices could set new records this week if rebels disrupt the flow of crude from Nigeria, and are unlikely to fall far even if tensions there ease given global supply strains, according to analysts.",2
"I Rushed The Irish After 30 years of coming up short in Notre Dame Stadium, the Boilermakers took the fight out of the Irish early to remain unbeaten (4-0), winning 41-16.",1
"Despite booming economy, no concrete move on debt relief (AFP) AFP - Senior finance officials have hailed a robust global economic recovery, albeit one threatened by surging oil prices, but made little headway pushing China toward currency reform and took no firm steps to ease the debt of the world's poorest nations.",2
"Issing sees inflation above target Inflation rates in Europe are unlikely to fall below the European Central Bank #39;s 2 percent target for the rest of the year because of high oil prices, ECB board member Ottmar Issing said Sunday.",2
"A Gusher Of Cash For Domestic Drilling While the rest of the country frets over surging energy prices, a small but growing group of businesses is fueling a boom of sorts in the US oil patch.",2
Crude Oil Prices Ease Slightly Crude oil prices eased slightly in early morning Asian trade Monday after pushing above the psychologically important \$50 mark for the first time last week.,2
"IMF sees rising oil prices having little impact on global growth (AFP) AFP - Rising oil prices are unlikely to deal a major blow to global economic growth although the trend may seem  quot;uncomfortable, quot; a researcher with the International Monetary Fund says.",2
Oil settles above \$50 US NEW YORK -- The price of oil settled above \$50 US a barrel for the first time yesterday amid concerns over tight supplies globally and hurricane-related production problems in the Gulf of Mexico.,2
"BP production up 11 percent Oil major BP #39;s BP.L oil and gas production has risen 11 percent in the third quarter from a year earlier, with sharply rising Russian output counteracting falls elsewhere, as oil prices soared to new highs.",2
"Oil Eases on Nigeria Peace Pact (Reuters) Reuters - Oil prices eased on Monday after rebels\in Nigeria withdrew a threat to target oil operations, but\lingering concerns over stretched supplies ahead of winter kept\prices close to  #36;50.",2
"Optimism Lifts Stocks, But Oil Haunts  LONDON (Reuters) - Optimism about corporate earnings and  continued global economic strength drove European and Japanese  stocks higher on Monday, although oil prices near \$50 a barrel  kept investors edgy.",2
"Stocks Ascend as Oil Eases and Techs Gain US stocks moved higher late on Friday morning in a broad-based advance, as oil prices dipped, shares of PeopleSoft Inc. (PSFT) boosted the tech-heavy Nasdaq and ",2
"Oil price drops but fears remain The price of US crude oil has eased in early trade, after breaching the \$50-a-barrel mark on Friday. Light sweet crude for November delivery fell 42 cents from Friday #39;s \$50.",0
