Year,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2021,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ID,,160.0,,skins,,T,W
2021,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,JP,PG,26.0,,leather products (small),,T,W
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,DE,AU,,5.0,leather products (small),Number of specimens,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,DE,AU,,2.0,garments,Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,DE,AU,,2.0,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,AU,,4.0,,leather products (small),Number of specimens,P,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,AU,,95.0,,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,CH,AU,84.0,,leather products (small),Number of specimens,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,CH,PG,2.0,,leather products (small),Number of specimens,T,W
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,MC,AU,1.0,,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,SG,AU,1.0,,skins,Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,SG,AU,250.0,,skin pieces,Number of specimens,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,CH,AU,15.0,,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,FR,AU,1.0,,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,AU,4.0,,garments,Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,AU,29.0,,leather products (small),Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,DE,PG,,2.0,garments,Number of specimens,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SK,AU,,1.0,,oil,l,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,AU,12.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,US,1.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,,1.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,AU,4.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,AU,459.0,,skins,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ID,94.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ID,1.0,,skins,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,PG,10.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,PG,5.0,,skins,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,PG,1.0,,skins,,T,W
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,AU,1.0,,live,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,AU,1.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,AU,15.0,,leather products (small),,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,AU,22.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,AU,177.0,,skins,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,ID,18.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,MY,6.0,,skins,,T,D
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,PG,1.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,PG,43.0,,skins,,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,AU,94.0,,garments,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,AU,18.0,,leather products (small),,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,AU,60.0,,skins,,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,PG,3.0,,leather products (small),,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,DE,AU,,1.0,garments,Number of specimens,T,R
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,DE,AU,,1.0,leather products (small),Number of specimens,T,C
2021,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,DE,AU,,2.0,leather products (small),Number of specimens,T,R
2021,Lagenodelphis hosei,Mammalia,Cetacea,Delphinidae,Lagenodelphis,FR,LK,,,1.0,specimens,Number of specimens,S,W
2021,Stenella coeruleoalba,Mammalia,Cetacea,Delphinidae,Stenella,FR,LK,,,1.0,specimens,Number of specimens,S,W
2021,Stenella longirostris,Mammalia,Cetacea,Delphinidae,Stenella,FR,LK,,,1.0,specimens,Number of specimens,S,W
2021,Tursiops truncatus,Mammalia,Cetacea,Delphinidae,Tursiops,UA,PK,,,1.0,live,,T,F
2021,Adelphobates galactonotus,Amphibia,Anura,Dendrobatidae,Adelphobates,ID,CZ,,,40.0,live,,T,C
2021,Adelphobates galactonotus,Amphibia,Anura,Dendrobatidae,Adelphobates,JP,DE,,,78.0,live,Number of specimens,T,C
2021,Ameerega silverstonei,Amphibia,Anura,Dendrobatidae,Ameerega,CH,DE,,,5.0,live,Number of specimens,T,F
2021,Ameerega silverstonei,Amphibia,Anura,Dendrobatidae,Ameerega,JP,DE,,,10.0,live,Number of specimens,T,C
2021,Ameerega trivittata,Amphibia,Anura,Dendrobatidae,Ameerega,ID,CZ,,,4.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,AE,CZ,,,11.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,DE,NI,,100.0,,live,Number of specimens,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,ID,CO,,,60.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,ID,CZ,,,298.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,DE,,,40.0,live,Number of specimens,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,DE,,24.0,,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,ID,,16.0,,live,,T,F
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,CZ,,,59.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,DE,,,787.0,live,Number of specimens,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,KR,CZ,,,45.0,live,,T,C
2021,Dendrobates auratus,Amphibia,Anura,Dendrobatidae,Dendrobates,KR,DE,,,14.0,live,Number of specimens,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,AE,CZ,,,22.0,live,,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,ID,CZ,,,65.0,live,,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,DE,,,30.0,live,Number of specimens,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,ID,,30.0,,live,,T,F
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,CZ,,,86.0,live,,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,DE,,,99.0,live,Number of specimens,T,C
2021,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,KR,CZ,,,51.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,AE,CZ,,,23.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,CD,DE,,,1.0,live,Number of specimens,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,DE,CH,,22.0,,live,Number of specimens,P,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,ID,CZ,,,183.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,DE,,,64.0,live,Number of specimens,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,DE,,40.0,,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,IS,ID,,20.0,,live,,T,F
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,CZ,,,133.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,JP,DE,,,369.0,live,Number of specimens,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,KR,CZ,,,70.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,KR,DE,,,22.0,live,Number of specimens,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,MY,CZ,,,100.0,live,,T,C
2021,Dendrobates tinctorius,Amphibia,Anura,Dendrobatidae,Dendrobates,US,DE,,,18.0,live,Number of specimens,T,C
2021,Dendrobates truncatus,Amphibia,Anura,Dendrobatidae,Dendrobates,ID,CZ,,,10.0,live,,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,ID,CZ,,,19.0,live,,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,IS,DE,,,30.0,live,Number of specimens,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,IS,DE,,30.0,,live,,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,JP,DE,,,537.0,live,Number of specimens,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,KR,DE,,,28.0,live,Number of specimens,T,C
2021,Epipedobates anthonyi,Amphibia,Anura,Dendrobatidae,Epipedobates,US,DE,,,75.0,live,Number of specimens,T,C
2021,Epipedobates tricolor,Amphibia,Anura,Dendrobatidae,Epipedobates,ID,CZ,,,15.0,live,,T,C
2021,Excidobates mysteriosus,Amphibia,Anura,Dendrobatidae,Excidobates,JP,DE,,,152.0,live,Number of specimens,T,C
2021,Excidobates mysteriosus,Amphibia,Anura,Dendrobatidae,Excidobates,KR,DE,,,10.0,live,Number of specimens,T,C
2021,Oophaga histrionica,Amphibia,Anura,Dendrobatidae,Oophaga,DK,CO,,,33.0,live,,T,C
2021,Oophaga lehmanni,Amphibia,Anura,Dendrobatidae,Oophaga,DE,CH,,8.0,,live,Number of specimens,P,C
2021,Oophaga lehmanni,Amphibia,Anura,Dendrobatidae,Oophaga,DE,CH,,5.0,,live,Number of specimens,T,C
2021,Oophaga lehmanni,Amphibia,Anura,Dendrobatidae,Oophaga,DK,CO,,,7.0,live,,T,C
2021,Oophaga pumilio,Amphibia,Anura,Dendrobatidae,Oophaga,DE,NI,,200.0,,live,Number of specimens,T,F
2021,Oophaga pumilio,Amphibia,Anura,Dendrobatidae,Oophaga,ID,CZ,,,50.0,live,,T,C
2021,Phyllobates aurotaenia,Amphibia,Anura,Dendrobatidae,Phyllobates,DK,CO,,,11.0,live,,T,C
2021,Phyllobates aurotaenia,Amphibia,Anura,Dendrobatidae,Phyllobates,ID,CO,,,60.0,live,,T,C
2021,Phyllobates bicolor,Amphibia,Anura,Dendrobatidae,Phyllobates,DK,CO,,,6.0,live,,T,C
2021,Phyllobates bicolor,Amphibia,Anura,Dendrobatidae,Phyllobates,ID,CO,,,30.0,live,,T,C
2021,Phyllobates bicolor,Amphibia,Anura,Dendrobatidae,Phyllobates,KR,DE,,,7.0,live,Number of specimens,T,C
2021,Phyllobates bicolor,Amphibia,Anura,Dendrobatidae,Phyllobates,US,DE,,,75.0,live,Number of specimens,T,C
2021,Phyllobates terribilis,Amphibia,Anura,Dendrobatidae,Phyllobates,DK,CO,,,10.0,live,,T,C
2021,Phyllobates terribilis,Amphibia,Anura,Dendrobatidae,Phyllobates,ID,CO,,,30.0,live,,T,C
2021,Phyllobates terribilis,Amphibia,Anura,Dendrobatidae,Phyllobates,ID,CZ,,,22.0,live,,T,C
2021,Phyllobates terribilis,Amphibia,Anura,Dendrobatidae,Phyllobates,JP,DE,,,20.0,live,Number of specimens,T,C
2021,Phyllobates terribilis,Amphibia,Anura,Dendrobatidae,Phyllobates,KR,DE,,,9.0,live,Number of specimens,T,C
2021,Phyllobates vittatus,Amphibia,Anura,Dendrobatidae,Phyllobates,ID,CZ,,,15.0,live,,T,C
2021,Phyllobates vittatus,Amphibia,Anura,Dendrobatidae,Phyllobates,IS,DE,,,12.0,live,Number of specimens,T,C
2021,Phyllobates vittatus,Amphibia,Anura,Dendrobatidae,Phyllobates,IS,DE,,12.0,,live,,T,C
2021,Phyllobates vittatus,Amphibia,Anura,Dendrobatidae,Phyllobates,JP,DE,,,342.0,live,Number of specimens,T,C
2021,Ranitomeya benedicta,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,66.0,live,,T,C
2021,Ranitomeya benedicta,Amphibia,Anura,Dendrobatidae,Ranitomeya,KR,CZ,,,3.0,live,,T,C
2021,Ranitomeya fantastica,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,20.0,live,,T,C
2021,Ranitomeya imitator,Amphibia,Anura,Dendrobatidae,Ranitomeya,AE,CZ,,,4.0,live,,T,C
2021,Ranitomeya imitator,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,32.0,live,,T,C
2021,Ranitomeya reticulata,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,3.0,live,,T,C
2021,Ranitomeya sirensis,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,17.0,live,,T,C
2021,Ranitomeya vanzolinii,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,15.0,live,,T,C
2021,Ranitomeya variabilis,Amphibia,Anura,Dendrobatidae,Ranitomeya,ID,CZ,,,3.0,live,,T,C
2021,Balanophyllia spp.,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,DE,AU,,19.0,,live,Number of specimens,T,W
2021,Dendrophyllia spp.,Anthozoa,Scleractinia,Dendrophylliidae,Dendrophyllia,DE,AU,,58.0,,live,Number of specimens,T,W
2021,Duncanopsammia axifuga,Anthozoa,Scleractinia,Dendrophylliidae,Duncanopsammia,DE,AU,,684.0,,live,Number of specimens,T,W
2021,Duncanopsammia axifuga,Anthozoa,Scleractinia,Dendrophylliidae,Duncanopsammia,LK,ID,,10.0,,live,Number of specimens,T,C
2021,Enallopsammia rostrata,Anthozoa,Scleractinia,Dendrophylliidae,Enallopsammia,ES,CV,,,0.5,raw corals,kg,S,W
2021,Heteropsammia cochlea,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,CZ,AU,,10.0,,live,,T,W
2021,Heteropsammia cochlea,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,DE,AU,,55.0,,live,Number of specimens,T,W
2021,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,BG,ID,,3.0,,raw corals,,T,W
2021,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,DE,AU,,242.0,,live,Number of specimens,T,W
2021,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,DE,ID,,14.0,,live,Number of specimens,T,F
2021,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,DE,ID,,310.0,,live,Number of specimens,T,W
2021,Tubastraea faulkneri,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,DE,AU,,10.0,,live,Number of specimens,T,W
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,CZ,ID,,5.0,,live,,T,F
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,CZ,ID,,4.0,,live,,T,W
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,AU,,47.0,,live,Number of specimens,T,W
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,ID,,27.0,,live,Number of specimens,T,F
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,ID,,220.0,,live,Number of specimens,T,W
2021,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,IS,ID,,25.0,,live,,T,F
2021,Turbinaria mesenterina,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,AU,,10.0,,live,Number of specimens,T,W
2021,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,BG,ID,,15.0,,raw corals,,T,W
2021,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,AU,,7.0,,live,Number of specimens,T,W
2021,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,ID,,364.0,,live,Number of specimens,T,W
2021,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,TR,ID,,5.0,,raw corals,Number of specimens,T,W
2021,Dermatemys mawii,Reptilia,Testudines,Dermatemydidae,Dermatemys,US,BZ,,,107.0,specimens,Number of specimens,S,W
2021,Naja kaouthia,Reptilia,Serpentes,Elapidae,Naja,DE,US,XX,1.0,,specimens,ml,M,O
2021,Naja naja,Reptilia,Serpentes,Elapidae,Naja,CA,DE,,,3.51,extract,microgrammes,T,C
2021,Naja naja,Reptilia,Serpentes,Elapidae,Naja,CA,DE,,,3.51,medicine,microgrammes,T,C
2021,Naja naja,Reptilia,Serpentes,Elapidae,Naja,DE,US,,11.0,,medicine,g,M,F
2021,Naja naja,Reptilia,Serpentes,Elapidae,Naja,US,DE,,,17.55,extract,microgrammes,T,C
2021,Naja sputatrix,Reptilia,Serpentes,Elapidae,Naja,DE,MX,ID,96.0,,leather products (small),Number of specimens,T,W
2021,Naja sumatrana,Reptilia,Serpentes,Elapidae,Naja,DE,CH,US,1.0,,live,Number of specimens,P,F
2021,Naja sumatrana,Reptilia,Serpentes,Elapidae,Naja,DE,CH,,3.0,,live,Number of specimens,P,C
2021,Ophiophagus hannah,Reptilia,Serpentes,Elapidae,Ophiophagus,DE,CH,,2.0,,live,Number of specimens,Z,C
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,ZA,,1.0,trophies,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CZ,ZW,,2.0,,trophies,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,NA,,1.0,,skins,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,NA,,1.0,,skin pieces,Number of specimens,P,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,NA,,4.0,,trophies,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,NA,,4.0,,tusks,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,ZW,2.0,,tusks,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,2.0,,trophies,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,4.0,,skin pieces,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,9.0,,trophies,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,11.0,,tusks,Number of specimens,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SK,NA,,1.0,,trophies,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SK,ZA,,1.0,,trophies,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SK,ZW,,1.0,,trophies,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,ZW,,2.0,,feet,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,ZW,,3.0,,skins,,H,W
2021,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,ZW,,2.0,,teeth,,H,W
2021,Gubernatrix cristata,Aves,Passeriformes,Emberizidae,Gubernatrix,DE,AR,,78.0,,specimens,Number of specimens,S,W
2021,Clemmys guttata,Reptilia,Testudines,Emydidae,Clemmys,CN,DE,,,109.0,live,Number of specimens,T,C
2021,Clemmys guttata,Reptilia,Testudines,Emydidae,Clemmys,KR,DE,,,15.0,live,Number of specimens,T,C
2021,Clemmys guttata,Reptilia,Testudines,Emydidae,Clemmys,TW,DE,,,258.0,live,Number of specimens,T,C
2021,Emydoidea blandingii,Reptilia,Testudines,Emydidae,Emydoidea,CN,DE,,,4.0,live,Number of specimens,T,C
2021,Emydoidea blandingii,Reptilia,Testudines,Emydidae,Emydoidea,DE,CH,,2.0,,live,Number of specimens,P,C
2021,Glyptemys insculpta,Reptilia,Testudines,Emydidae,Glyptemys,CN,DE,,,13.0,live,Number of specimens,T,C
2021,Glyptemys insculpta,Reptilia,Testudines,Emydidae,Glyptemys,JP,DE,,,2.0,live,Number of specimens,T,C
2021,Glyptemys insculpta,Reptilia,Testudines,Emydidae,Glyptemys,TW,CZ,DE,,4.0,live,,T,C
2021,Glyptemys insculpta,Reptilia,Testudines,Emydidae,Glyptemys,TW,DE,,,8.0,live,Number of specimens,T,C
2021,Malaclemys terrapin,Reptilia,Testudines,Emydidae,Malaclemys,TW,DE,,,137.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,CH,DE,,,13.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,CN,DE,,,242.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,DE,US,,1.0,,live,Number of specimens,P,W
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,JP,DE,,,23.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,KR,DE,GB,,2.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,KR,DE,,,102.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,TH,DE,,,2.0,live,Number of specimens,T,C
2021,Terrapene carolina,Reptilia,Testudines,Emydidae,Terrapene,TW,DE,,,81.0,live,Number of specimens,T,C
2021,Terrapene ornata,Reptilia,Testudines,Emydidae,Terrapene,CN,DE,,,2.0,live,Number of specimens,T,C
2021,Terrapene ornata,Reptilia,Testudines,Emydidae,Terrapene,KR,DE,,,8.0,live,Number of specimens,T,C
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,CZ,NA,,3.0,,skins,,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,CZ,NA,,2.0,,trophies,,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,137.0,,skins,Number of specimens,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,25.0,,skins,Number of specimens,P,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,61.0,,skins,Number of specimens,T,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,7.0,,skin pieces,Number of specimens,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,1.0,,skin pieces,Number of specimens,T,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,12.0,,teeth,Number of specimens,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,14.0,,trophies,Number of specimens,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,1.0,,trophies,Number of specimens,P,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,NA,,4.0,,trophies,Number of specimens,T,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,DE,ZA,,3.0,,skins,Number of specimens,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,SK,NA,,1.0,,skins,,H,W
2021,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,TR,ZA,,1.0,,skins,,H,W
2021,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,AE,CZ,,,100.0,live,,T,C
2021,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,GB,CZ,,,100.0,live,,T,C
2021,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,IQ,CZ,,,100.0,live,,T,C
2021,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,LB,CZ,,,30.0,live,,T,C
2021,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,TR,CZ,,100.0,,live,,T,C
2021,Goniurosaurus luii,Reptilia,Sauria,Eublepharidae,Goniurosaurus,KR,CZ,,,14.0,live,,T,C
2021,Cryptoprocta ferox,Mammalia,Carnivora,Eupleridae,Cryptoprocta,DE,GB,MG,2.0,,live,Number of specimens,B,W
2021,Falco biarmicus,Aves,Falconiformes,Falconidae,Falco,DE,CH,,1.0,,live,Number of specimens,P,C
2021,Falco biarmicus,Aves,Falconiformes,Falconidae,Falco,QA,SD,,,33.0,live,,,W
